Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET
79.0,2.0,30.0,0.0,0.0,1.7,54.92,2.0,0.0
80.0,2.0,30.0,0.0,0.0,2.6,52.84,3.0,0.0
81.0,2.0,30.0,0.0,0.0,3.4,82.76,4.0,0.0
82.0,2.0,30.0,0.0,0.0,2.4,79.56,1.0,0.0
83.0,2.0,30.0,0.0,0.0,2.0,84.23,0.0,0.0
84.0,2.0,30.0,0.0,0.0,2.1,67.84,-3.0,0.0
85.0,2.0,30.0,0.0,0.0,2.0,81.03,1.0,0.0
86.0,2.0,30.0,0.0,0.0,2.4,73.16,5.0,0.0
87.0,2.0,30.0,0.0,0.0,1.4,81.37,2.0,0.0
88.0,2.0,30.0,0.0,0.0,2.3,56.47,3.0,0.0
89.0,2.0,30.0,0.0,0.0,1.6,57.94,4.0,0.0
90.0,2.0,30.0,0.0,0.0,2.8,54.12,6.0,0.0
91.0,2.0,30.0,0.0,0.0,2.6,86.9,1.0,0.0
92.0,2.0,30.0,0.0,0.0,1.0,80.69,-3.0,0.0
93.0,2.0,30.0,0.0,0.0,2.4,59.43,-3.0,0.0
94.0,2.0,30.0,0.0,0.0,1.7,53.56,0.0,0.0
95.0,2.0,30.0,0.0,0.0,2.7,51.97,3.0,0.0
96.0,2.0,30.0,0.0,0.0,2.0,58.42,2.0,0.0
97.0,2.0,30.0,0.0,0.0,1.4,66.0,1.0,0.0
98.0,2.0,30.0,0.0,0.0,2.0,67.95,0.0,0.0
99.0,2.0,30.0,0.0,0.0,3.1,73.51,0.0,0.0
100.0,2.0,30.0,0.0,0.0,1.8,55.44,1.0,0.0
101.0,2.0,30.0,0.0,0.0,2.3,56.46,3.0,0.0
102.0,2.0,30.0,0.0,0.0,2.0,52.86,0.0,0.0
103.0,2.0,30.0,0.0,0.0,2.3,55.64,4.0,0.0
104.0,2.0,30.0,0.0,0.0,4.1,67.94,4.0,0.0
105.0,2.0,30.0,0.0,0.0,4.3,81.31,0.0,0.0
106.0,2.0,30.0,0.0,0.0,2.4,94.06,-1.0,0.0
107.0,2.0,30.0,0.0,0.0,1.3,73.84,-1.0,0.0
108.0,2.0,30.0,0.0,0.0,6.7,86.21,-1.0,0.0
109.0,2.0,30.0,0.0,0.0,0.2,84.8,-2.0,0.0
110.0,2.0,30.0,0.0,0.0,3.0,71.53,0.0,0.0
111.0,2.0,30.0,0.0,0.0,2.0,84.38,2.0,0.0
112.0,2.0,30.0,0.0,0.0,2.4,85.04,3.0,0.0
113.0,2.0,30.0,0.0,0.0,1.4,72.87,4.0,0.0
114.0,2.0,30.0,0.0,0.0,1.9,77.11,3.0,0.0
115.0,2.0,30.0,0.0,0.0,0.4,100.0,3.0,0.0
116.0,2.0,30.0,0.0,0.0,1.7,100.0,0.0,0.0
117.0,2.0,30.0,0.0,0.0,0.7,100.0,0.0,0.0
118.0,2.0,30.0,0.0,0.0,1.5,81.92,3.0,0.0
119.0,2.0,30.0,0.0,0.0,2.1,70.13,6.0,0.0
120.0,2.0,30.0,0.0,0.0,0.5,100.0,6.0,0.0
121.0,2.0,30.0,0.0,0.0,2.4,85.64,6.0,0.0
122.0,2.0,30.0,0.0,0.0,1.8,80.29,7.0,0.0
123.0,2.0,30.0,0.0,0.0,0.5,100.0,7.0,0.0
124.0,2.0,30.0,0.0,0.0,0.6,100.0,6.0,0.0
125.0,2.0,30.0,0.0,0.0,0.9,100.0,6.0,0.0
126.0,2.0,30.0,0.0,0.0,0.4,100.0,4.0,0.0
127.0,2.0,30.0,0.0,0.0,1.6,100.0,5.0,0.0
128.0,2.0,30.0,0.0,0.0,0.9,100.0,4.0,0.0
129.0,2.0,30.0,0.0,0.0,2.2,85.38,-3.0,0.0
130.0,2.0,30.0,0.0,0.0,0.7,93.7,-3.0,0.0
131.0,2.0,30.0,0.0,0.0,3.0,79.22,1.0,0.0
132.0,2.0,30.0,0.0,0.0,2.8,82.5,6.0,0.0
133.0,2.0,30.0,0.0,0.0,2.2,84.73,3.0,0.0
134.0,2.0,30.0,0.0,0.0,1.2,98.11,5.0,0.0
135.0,2.0,30.0,0.0,0.0,1.0,97.5,4.0,0.0
136.0,2.0,30.0,0.0,0.0,2.5,88.01,2.0,0.0
137.0,2.0,30.0,0.0,0.0,2.1,100.0,4.0,0.0
138.0,2.0,30.0,0.0,0.0,2.9,100.0,5.0,0.0
139.0,2.0,30.0,0.0,0.0,1.0,97.31,0.0,0.0
140.0,2.0,30.0,0.0,0.0,1.6,100.0,1.0,0.0
141.0,2.0,30.0,0.0,0.0,1.5,100.0,2.0,0.0
142.0,2.0,30.0,0.0,0.0,0.6,100.0,4.0,0.0
143.0,2.0,30.0,0.0,0.0,0.8,99.18,2.0,0.0
144.0,2.0,30.0,0.0,0.0,1.0,100.0,3.0,0.0
145.0,2.0,30.0,0.0,0.0,1.4,100.0,4.0,0.0
146.0,2.0,30.0,0.0,0.0,2.3,99.23,6.0,0.0
147.0,2.0,30.0,0.0,0.0,1.7,92.61,7.0,0.0
148.0,2.0,30.0,0.0,0.0,0.6,100.0,6.0,0.0
149.0,2.0,30.0,0.0,0.0,0.9,100.0,4.0,0.0
150.0,2.0,30.0,0.0,0.0,2.4,82.35,9.0,0.0
151.0,2.0,30.0,0.0,0.0,1.9,92.72,11.0,0.0
152.0,2.0,30.0,0.0,0.0,3.9,73.0,11.0,0.0
153.0,2.0,30.0,0.0,0.0,1.7,74.83,9.0,0.0
154.0,2.0,30.0,0.0,0.0,2.1,90.5,8.0,0.0
155.0,2.0,30.0,0.0,0.0,0.9,100.0,11.0,0.0
156.0,2.0,30.0,0.0,0.0,2.2,95.98,9.0,0.0
157.0,2.0,30.0,0.0,0.0,3.0,88.77,8.0,0.0
158.0,2.0,30.0,0.0,0.0,1.4,98.97,8.0,0.0
159.0,2.0,30.0,0.0,0.0,1.8,85.5,12.0,0.0
160.0,2.0,30.0,0.0,0.0,0.4,100.0,14.0,0.0
161.0,2.0,30.0,0.0,0.0,1.4,96.37,10.0,0.0
162.0,2.0,30.0,0.0,0.0,0.6,100.0,10.0,0.0
163.0,2.0,30.0,0.0,0.0,1.5,80.52,9.0,0.0
164.0,2.0,30.0,0.0,0.0,2.4,89.16,10.0,0.0
165.0,2.0,30.0,0.0,0.0,1.1,98.48,10.0,0.0
166.0,2.0,30.0,0.0,0.0,3.3,100.0,13.0,0.0
167.0,2.0,30.0,0.0,0.0,0.7,100.0,11.0,0.0
168.0,2.0,30.0,0.0,0.0,2.2,74.71,12.0,0.0
169.0,2.0,30.0,0.0,0.0,2.9,78.86,13.0,0.0
170.0,2.0,30.0,0.0,0.0,2.2,69.27,13.0,0.0
171.0,2.0,30.0,0.0,0.0,2.7,72.9,13.0,0.0
172.0,2.0,30.0,0.0,0.0,4.0,52.53,14.0,0.0
173.0,2.0,30.0,0.0,0.0,4.5,84.7,13.0,0.0
174.0,2.0,30.0,0.0,0.0,2.6,65.77,16.0,0.0
175.0,2.0,30.0,0.0,0.0,3.9,71.24,15.0,0.0
176.0,2.0,30.0,0.0,0.0,2.2,93.88,13.0,0.0
177.0,2.0,30.0,0.0,0.0,1.9,100.0,13.0,0.0
178.0,2.0,30.0,0.0,0.0,1.3,84.17,14.0,0.0
179.0,2.0,30.0,0.0,0.0,1.8,88.76,15.0,0.0
180.0,2.0,30.0,0.0,0.0,1.9,92.68,14.0,0.0
181.0,2.0,30.0,0.0,0.0,2.2,90.96,17.0,0.0
182.0,2.0,30.0,0.0,0.0,1.6,94.95,14.0,0.0
183.0,2.0,30.0,0.0,0.0,0.6,100.0,15.0,0.0
184.0,2.0,30.0,0.0,0.0,3.1,92.63,15.0,0.0
185.0,2.0,30.0,0.0,0.0,2.9,74.3,17.0,0.0
186.0,2.0,30.0,0.0,0.0,2.2,100.0,14.0,0.0
187.0,2.0,30.0,0.0,0.0,2.9,99.95,12.0,0.0
188.0,2.0,30.0,0.0,0.0,1.7,98.79,12.0,0.0
189.0,2.0,30.0,0.0,0.0,0.9,100.0,9.0,0.0
190.0,2.0,30.0,0.0,0.0,1.6,100.0,11.0,0.0
191.0,2.0,30.0,0.0,0.0,2.1,83.53,11.0,0.0
192.0,2.0,30.0,0.0,0.0,1.6,83.5,13.0,0.0
193.0,2.0,30.0,0.0,0.0,1.7,71.77,16.0,0.0
194.0,2.0,30.0,0.0,0.0,2.3,90.85,15.0,0.0
195.0,2.0,30.0,0.0,0.0,1.8,100.0,12.0,0.0
196.0,2.0,30.0,0.0,0.0,2.1,85.95,12.0,0.0
197.0,2.0,30.0,0.0,0.0,1.9,72.77,13.0,0.0
198.0,2.0,30.0,0.0,0.0,1.1,71.53,12.0,0.0
199.0,2.0,30.0,0.0,0.0,1.0,100.0,12.0,0.0
200.0,2.0,30.0,0.0,0.0,1.5,70.85,11.0,0.0
201.0,2.0,30.0,0.0,0.0,2.3,89.91,12.0,0.0
202.0,2.0,30.0,0.0,0.0,1.8,90.43,12.0,0.0
203.0,2.0,30.0,0.0,0.0,1.5,69.15,13.0,0.0
204.0,2.0,30.0,0.0,0.0,1.3,59.53,15.0,0.0
205.0,2.0,30.0,0.0,0.0,3.6,75.84,13.0,0.0
206.0,2.0,30.0,0.0,0.0,1.5,64.54,15.0,0.0
207.0,2.0,30.0,0.0,0.0,1.8,74.45,14.0,0.0
208.0,2.0,30.0,0.0,0.0,1.0,62.67,12.0,0.0
209.0,2.0,30.0,0.0,0.0,1.6,82.45,12.0,0.0
210.0,2.0,30.0,0.0,0.0,1.6,68.74,14.0,0.0
211.0,2.0,30.0,0.0,0.0,1.2,86.64,16.0,0.0
212.0,2.0,30.0,0.0,0.0,2.1,73.05,15.0,0.0
213.0,2.0,30.0,0.0,0.0,2.3,67.6,16.0,0.0
214.0,2.0,30.0,0.0,0.0,2.9,72.84,15.0,0.0
215.0,2.0,30.0,0.0,0.0,2.9,75.92,13.0,0.0
216.0,2.0,30.0,0.0,0.0,1.3,66.87,13.0,0.0
217.0,2.0,30.0,0.0,0.0,2.3,52.81,16.0,0.0
218.0,2.0,30.0,0.0,0.0,2.0,55.84,15.0,0.0
219.0,2.0,30.0,0.0,0.0,1.0,82.87,14.0,0.0
220.0,2.0,30.0,0.0,0.0,2.4,61.07,13.0,0.0
221.0,2.0,30.0,0.0,0.0,1.3,100.0,15.0,0.0
222.0,2.0,30.0,0.0,0.0,1.2,98.99,15.0,0.0
223.0,2.0,30.0,0.0,0.0,2.0,85.89,15.0,0.0
224.0,2.0,30.0,0.0,0.0,1.3,79.62,16.0,0.0
225.0,2.0,30.0,0.0,0.0,1.2,86.32,17.0,0.0
226.0,2.0,30.0,0.0,0.0,2.9,86.52,17.0,0.0
227.0,2.0,30.0,0.0,0.0,1.7,90.91,16.0,0.0
228.0,2.0,30.0,0.0,0.0,2.5,93.67,14.0,0.0
229.0,2.0,30.0,0.0,0.0,2.0,93.26,10.0,0.0
230.0,2.0,30.0,0.0,0.0,2.5,100.0,7.0,0.0
231.0,2.0,30.0,0.0,0.0,2.9,63.35,10.0,0.0
232.0,2.0,30.0,0.0,0.0,2.5,55.53,12.0,0.0
233.0,2.0,30.0,0.0,0.0,3.1,49.34,15.0,0.0
234.0,2.0,30.0,0.0,0.0,1.4,93.83,9.0,0.0
235.0,2.0,30.0,0.0,0.0,1.7,49.46,12.0,0.0
236.0,2.0,30.0,0.0,0.0,1.4,69.0,14.0,0.0
237.0,2.0,30.0,0.0,0.0,4.9,71.74,17.0,0.0
238.0,2.0,30.0,0.0,0.0,1.0,77.85,16.0,0.0
239.0,2.0,30.0,0.0,0.0,1.6,85.4,13.0,0.0
240.0,2.0,30.0,0.0,0.0,1.4,70.83,13.0,0.0
241.0,2.0,30.0,0.0,0.0,2.6,55.2,15.0,0.0
242.0,2.0,30.0,0.0,0.0,2.5,61.07,17.0,0.0
243.0,2.0,30.0,0.0,0.0,1.5,88.91,11.0,0.0
244.0,2.0,30.0,0.0,0.0,2.6,70.36,14.0,0.0
245.0,2.0,30.0,0.0,0.0,1.7,62.34,16.0,0.0
246.0,2.0,30.0,0.0,0.0,2.0,78.31,12.0,0.0
247.0,2.0,30.0,0.0,0.0,1.7,78.47,15.0,0.0
248.0,2.0,30.0,0.0,0.0,3.0,76.16,12.0,0.0
249.0,2.0,30.0,0.0,0.0,2.3,60.74,13.0,0.0
250.0,2.0,30.0,0.0,0.0,1.9,76.81,11.0,0.0
251.0,2.0,30.0,0.0,0.0,1.7,51.36,10.0,0.0
252.0,2.0,30.0,0.0,0.0,1.5,42.94,10.0,0.0
253.0,2.0,30.0,0.0,0.0,1.0,81.87,9.0,0.0
254.0,2.0,30.0,0.0,0.0,1.6,72.71,10.0,0.0
255.0,2.0,30.0,0.0,0.0,2.0,45.18,11.0,0.0
256.0,2.0,30.0,0.0,0.0,1.6,42.36,12.0,0.0
257.0,2.0,30.0,0.0,0.0,3.8,74.0,13.0,0.0
258.0,2.0,30.0,0.0,0.0,2.0,80.79,11.0,0.0
259.0,2.0,30.0,0.0,0.0,1.8,74.23,11.0,0.0
260.0,2.0,30.0,0.0,0.0,1.5,71.08,9.0,0.0
261.0,2.0,30.0,0.0,0.0,3.1,77.62,7.0,0.0
262.0,2.0,30.0,0.0,0.0,1.4,51.18,8.0,0.0
263.0,2.0,30.0,0.0,0.0,1.8,44.29,10.0,0.0
264.0,2.0,30.0,0.0,0.0,2.1,47.6,13.0,0.0
265.0,2.0,30.0,0.0,0.0,1.3,70.27,11.0,0.0
266.0,2.0,30.0,0.0,0.0,1.4,51.05,11.0,0.0
267.0,2.0,30.0,0.0,0.0,1.2,58.97,11.0,0.0
268.0,2.0,30.0,0.0,0.0,2.2,65.53,11.0,0.0
269.0,2.0,30.0,0.0,0.0,1.8,49.57,12.0,0.0
270.0,2.0,30.0,0.0,0.0,2.1,52.45,13.0,0.0
271.0,2.0,30.0,0.0,0.0,0.8,100.0,12.0,0.0
272.0,2.0,30.0,0.0,0.0,1.7,77.64,12.0,0.0
273.0,2.0,30.0,0.0,0.0,1.8,73.05,13.0,0.0
274.0,2.0,30.0,0.0,0.0,2.8,99.32,12.0,0.0
275.0,2.0,30.0,0.0,0.0,0.9,100.0,6.0,0.0
276.0,2.0,30.0,0.0,0.0,0.8,100.0,5.0,0.0
277.0,2.0,30.0,0.0,0.0,1.2,97.55,7.0,0.0
278.0,2.0,30.0,0.0,0.0,1.1,95.09,8.0,0.0
279.0,2.0,30.0,0.0,0.0,1.0,91.21,6.0,0.0
280.0,2.0,30.0,0.0,0.0,1.3,83.22,8.0,0.0
281.0,2.0,30.0,0.0,0.0,1.2,100.0,7.0,0.0
282.0,2.0,30.0,0.0,0.0,2.5,74.35,10.0,0.0
283.0,2.0,30.0,0.0,0.0,3.9,55.69,12.0,0.0
284.0,2.0,30.0,0.0,0.0,0.3,53.2,6.0,0.0
285.0,2.0,30.0,0.0,0.0,2.2,43.15,9.0,0.0
286.0,2.0,30.0,0.0,0.0,1.8,43.86,9.0,0.0
287.0,2.0,30.0,0.0,0.0,2.3,44.01,9.0,0.0
288.0,2.0,30.0,0.0,0.0,4.6,69.34,4.0,0.0
289.0,2.0,30.0,0.0,0.0,1.3,68.1,8.0,0.0
290.0,2.0,30.0,0.0,0.0,2.2,79.71,9.0,0.0
291.0,2.0,30.0,0.0,0.0,1.5,75.12,10.0,0.0
292.0,2.0,30.0,0.0,0.0,1.3,63.05,7.0,0.0
293.0,2.0,30.0,0.0,0.0,3.9,100.0,6.0,0.0
294.0,2.0,30.0,0.0,0.0,0.3,96.74,4.0,0.0
295.0,2.0,30.0,0.0,0.0,1.7,91.25,4.0,0.0
296.0,2.0,30.0,0.0,0.0,1.2,86.38,0.0,0.0
297.0,2.0,30.0,0.0,0.0,1.6,60.17,3.0,0.0
298.0,2.0,30.0,0.0,0.0,1.1,63.13,7.0,0.0
299.0,2.0,30.0,0.0,0.0,2.1,78.95,3.0,0.0
300.0,2.0,30.0,0.0,0.0,0.9,74.83,-1.0,0.0
301.0,2.0,30.0,0.0,0.0,1.1,65.96,2.0,0.0
302.0,2.0,30.0,0.0,0.0,1.1,85.08,3.0,0.0
303.0,2.0,30.0,0.0,0.0,4.0,65.0,1.0,0.0
304.0,2.0,30.0,0.0,0.0,3.5,70.06,5.0,0.0
305.0,2.0,30.0,0.0,0.0,2.4,62.02,5.0,0.0
306.0,2.0,30.0,0.0,0.0,2.9,49.4,5.0,0.0
307.0,2.0,30.0,0.0,0.0,4.6,55.37,7.0,0.0
308.0,2.0,30.0,0.0,0.0,0.5,87.84,0.0,0.0
309.0,2.0,30.0,0.0,0.0,0.6,62.08,0.0,0.0
310.0,2.0,30.0,0.0,0.0,1.4,70.25,-5.0,0.0
311.0,2.0,30.0,0.0,0.0,1.6,36.04,0.0,0.0
312.0,2.0,30.0,0.0,0.0,2.1,57.24,0.0,0.0
313.0,2.0,30.0,0.0,0.0,1.7,63.51,0.0,0.0
314.0,2.0,30.0,0.0,0.0,6.4,80.24,-2.0,0.0
315.0,2.0,30.0,0.0,0.0,1.7,56.17,-3.0,0.0
316.0,2.0,30.0,0.0,0.0,2.6,61.52,-4.0,0.0
317.0,2.0,30.0,0.0,0.0,2.0,46.1,-1.0,0.0
318.0,2.0,30.0,0.0,0.0,1.7,39.33,0.0,0.0
319.0,2.0,30.0,0.0,0.0,2.6,48.56,0.0,0.0
320.0,2.0,30.0,0.0,0.0,8.3,81.71,-3.0,0.0
321.0,2.0,30.0,0.0,0.0,7.7,62.26,-1.0,0.0
322.0,2.0,30.0,0.0,0.0,1.2,64.94,-5.0,0.0
323.0,2.0,30.0,0.0,0.0,2.4,69.85,0.0,0.0
324.0,2.0,30.0,0.0,0.0,0.6,77.16,-9.0,0.0
325.0,2.0,30.0,0.0,0.0,4.7,47.41,-2.0,0.0
326.0,2.0,30.0,0.0,0.0,1.5,48.22,0.0,0.0
327.0,2.0,30.0,0.0,0.0,1.8,39.31,0.0,0.0
328.0,2.0,30.0,0.0,0.0,2.0,59.77,-1.0,0.0
329.0,2.0,30.0,0.0,0.0,3.1,87.13,-3.0,0.0
330.0,2.0,30.0,0.0,0.0,2.4,71.47,-9.0,0.0
331.0,2.0,30.0,0.0,0.0,2.0,81.49,-9.0,0.0
332.0,2.0,30.0,0.0,0.0,0.3,87.47,-8.0,0.0
333.0,2.0,30.0,0.0,0.0,1.8,81.66,-7.0,0.0
334.0,2.0,30.0,0.0,0.0,6.7,53.74,-6.0,0.0
335.0,2.0,30.0,0.0,0.0,3.4,52.18,-5.0,0.0
336.0,2.0,30.0,0.0,0.0,1.4,54.42,-2.0,0.0
337.0,2.0,30.0,0.0,0.0,3.0,35.07,-2.0,0.0
338.0,2.0,30.0,0.0,0.0,2.2,59.53,0.0,0.0
339.0,2.0,30.0,0.0,0.0,2.1,45.47,-4.0,0.0
340.0,2.0,30.0,0.0,0.0,3.1,39.22,0.0,0.0
341.0,2.0,30.0,0.0,0.0,5.2,57.04,1.0,0.0
342.0,2.0,30.0,0.0,0.0,3.4,78.05,1.0,0.0
343.0,2.0,30.0,0.0,0.0,2.3,76.83,1.0,0.0
344.0,2.0,30.0,0.0,0.0,3.0,64.87,1.0,0.0
345.0,2.0,30.0,0.0,0.0,1.0,95.15,-1.0,0.0
346.0,2.0,30.0,0.0,0.0,2.7,82.29,-5.0,0.0
347.0,2.0,30.0,0.0,0.0,3.2,60.81,0.0,0.0
348.0,2.0,30.0,0.0,0.0,2.9,86.56,-4.0,0.0
349.0,2.0,30.0,0.0,0.0,3.0,58.79,-8.0,0.0
350.0,2.0,30.0,0.0,0.0,2.4,62.02,-10.0,0.0
351.0,2.0,30.0,0.0,0.0,2.7,58.53,-7.0,0.0
352.0,2.0,30.0,0.0,0.0,3.0,57.18,-2.0,0.0
353.0,2.0,30.0,0.0,0.0,2.2,64.65,0.0,0.0
354.0,2.0,30.0,0.0,0.0,1.1,67.02,-1.0,0.0
355.0,2.0,30.0,0.0,0.0,4.3,65.11,0.0,0.0
356.0,2.0,30.0,0.0,0.0,0.8,80.4,-4.0,0.0
357.0,2.0,30.0,0.0,0.0,3.4,53.05,-9.0,0.0
358.0,2.0,30.0,0.0,0.0,1.3,71.04,-8.0,0.0
359.0,2.0,30.0,0.0,0.0,4.7,75.78,-12.0,0.0
360.0,2.0,30.0,0.0,0.0,0.6,78.55,-13.0,0.0
361.0,2.0,30.0,0.0,0.0,1.2,52.98,-11.0,0.0
362.0,2.0,30.0,0.0,0.0,1.4,74.38,-11.0,0.0
363.0,2.0,30.0,0.0,0.0,1.5,70.51,-12.0,0.0
364.0,2.0,30.0,0.0,0.0,0.9,64.26,-12.0,0.0
365.0,2.0,30.0,0.0,0.0,1.7,79.18,-14.0,0.0
366.0,2.0,30.0,0.0,0.0,1.7,23.17,-8.0,0.0
367.0,2.0,30.0,0.0,0.0,1.8,49.74,-5.0,0.0
368.0,2.0,30.0,0.0,0.0,1.6,55.55,-4.0,0.0
369.0,2.0,30.0,0.0,0.0,1.3,53.8,0.0,0.0
370.0,2.0,30.0,0.0,0.0,1.8,71.84,-3.0,0.0
371.0,2.0,30.0,0.0,0.0,1.3,73.12,-2.0,0.0
372.0,2.0,30.0,0.0,0.0,2.0,91.7,-3.0,0.0
373.0,2.0,30.0,0.0,0.0,0.6,85.71,-11.0,0.0
374.0,2.0,30.0,0.0,0.0,1.3,68.03,-11.0,0.0
375.0,2.0,30.0,0.0,0.0,4.4,51.9,-9.0,0.0
376.0,2.0,30.0,0.0,0.0,5.5,46.98,-6.0,0.0
377.0,2.0,30.0,0.0,0.0,2.6,66.86,-4.0,0.0
378.0,2.0,30.0,0.0,0.0,5.0,47.94,-3.0,0.0
379.0,2.0,30.0,0.0,0.0,0.8,62.12,-6.0,0.0
380.0,2.0,30.0,0.0,0.0,1.0,79.0,-9.0,0.0
381.0,2.0,30.0,0.0,0.0,0.9,76.55,-5.0,0.0
382.0,2.0,30.0,0.0,0.0,2.5,63.23,-3.0,0.0
383.0,2.0,30.0,0.0,0.0,1.1,82.31,-1.0,0.0
384.0,2.0,30.0,0.0,0.0,3.2,59.61,-1.0,0.0
385.0,2.0,30.0,0.0,0.0,2.8,67.53,-4.0,0.0
386.0,2.0,30.0,0.0,0.0,2.0,61.38,-4.0,0.0
387.0,2.0,30.0,0.0,0.0,3.3,52.58,0.0,0.0
388.0,2.0,30.0,0.0,0.0,1.7,54.97,0.0,0.0
389.0,2.0,30.0,0.0,0.0,3.2,62.15,-4.0,0.0
390.0,2.0,30.0,0.0,0.0,2.0,66.95,-8.0,0.0
391.0,2.0,30.0,0.0,0.0,2.2,58.83,-2.0,0.0
392.0,2.0,30.0,0.0,0.0,3.0,72.64,-1.0,0.0
393.0,2.0,30.0,0.0,0.0,4.8,56.89,0.0,0.0
394.0,2.0,30.0,0.0,0.0,2.2,67.19,1.0,0.0
395.0,2.0,30.0,0.0,0.0,1.1,86.77,-3.0,0.0
396.0,2.0,30.0,0.0,0.0,4.0,83.18,-4.0,0.0
397.0,2.0,30.0,0.0,0.0,4.3,90.17,-10.0,0.0
398.0,2.0,30.0,0.0,0.0,2.4,71.05,-15.0,0.0
399.0,2.0,30.0,0.0,0.0,4.4,54.51,-14.0,0.0
400.0,2.0,30.0,0.0,0.0,3.7,68.63,-8.0,0.0
401.0,2.0,30.0,0.0,0.0,4.7,69.65,-6.0,0.0
402.0,2.0,30.0,0.0,0.0,2.3,65.29,-3.0,0.0
403.0,2.0,30.0,0.0,0.0,1.9,65.7,-6.0,0.0
404.0,2.0,30.0,0.0,0.0,2.3,59.77,-2.0,0.0
405.0,2.0,30.0,0.0,0.0,4.6,38.78,0.0,0.0
406.0,2.0,30.0,0.0,0.0,2.6,48.62,0.0,0.0
407.0,2.0,30.0,0.0,0.0,3.3,70.25,0.0,0.0
408.0,2.0,30.0,0.0,0.0,3.3,70.22,1.0,0.0
409.0,2.0,30.0,0.0,0.0,0.5,70.8,-2.0,0.0
410.0,2.0,30.0,0.0,0.0,2.4,66.87,-2.0,0.0
411.0,2.0,30.0,0.0,0.0,1.5,89.89,0.0,0.0
412.0,2.0,30.0,0.0,0.0,1.9,68.23,0.0,0.0
413.0,2.0,30.0,0.0,0.0,2.9,71.4,2.0,0.0
414.0,2.0,30.0,0.0,0.0,7.0,46.4,0.0,0.0
415.0,2.0,30.0,0.0,0.0,1.0,75.98,1.0,0.0
416.0,2.0,30.0,0.0,0.0,0.5,73.33,-3.0,0.0
417.0,2.0,30.0,0.0,0.0,1.6,74.17,-3.0,0.0
418.0,2.0,30.0,0.0,0.0,5.4,84.97,-3.0,0.0
419.0,2.0,30.0,0.0,0.0,3.2,55.43,-7.0,0.0
420.0,2.0,30.0,0.0,0.0,0.1,63.58,-5.0,0.0
421.0,2.0,30.0,0.0,0.0,2.2,67.11,-1.0,0.0
422.0,2.0,30.0,0.0,0.0,3.8,53.11,0.0,0.0
423.0,2.0,30.0,0.0,0.0,4.7,62.19,0.0,0.0
424.0,2.0,30.0,0.0,0.0,1.6,61.96,-4.0,0.0
425.0,2.0,30.0,0.0,0.0,2.6,67.25,2.0,0.0
426.0,2.0,30.0,0.0,0.0,1.1,74.96,-2.0,0.0
427.0,2.0,30.0,0.0,0.0,2.5,55.72,2.0,0.0
428.0,2.0,30.0,0.0,0.0,4.4,75.97,0.0,0.0
429.0,2.0,30.0,0.0,0.0,1.9,66.78,2.0,0.0
430.0,2.0,30.0,0.0,0.0,2.6,82.51,1.0,0.0
431.0,2.0,30.0,0.0,0.0,1.2,74.69,-4.0,0.0
432.0,2.0,30.0,0.0,0.0,1.4,74.74,-3.0,0.0
433.0,2.0,30.0,0.0,0.0,1.7,67.73,-2.0,0.0
434.0,2.0,30.0,0.0,0.0,2.2,58.36,0.0,0.0
435.0,2.0,30.0,0.0,0.0,3.0,62.83,4.0,0.0
436.0,2.0,30.0,0.0,0.0,3.2,67.59,4.0,0.0
437.0,2.0,30.0,0.0,0.0,1.7,72.23,3.0,0.0
438.0,2.0,30.0,0.0,0.0,3.0,58.65,-1.0,0.0
439.0,2.0,30.0,0.0,0.0,0.2,67.44,-2.0,0.0
440.0,2.0,30.0,0.0,0.0,2.3,71.11,-4.0,0.0
441.0,2.0,30.0,0.0,0.0,2.1,85.98,-5.0,0.0
442.0,2.0,30.0,0.0,0.0,0.6,69.52,-10.0,0.0
443.0,2.0,30.0,0.0,0.0,2.2,48.61,-9.0,0.0
444.0,2.0,30.0,0.0,0.0,3.2,59.07,1.0,0.0
445.0,2.0,30.0,0.0,0.0,3.0,66.67,3.0,0.0
446.0,2.0,30.0,0.0,0.0,2.8,89.4,-1.0,0.0
447.0,2.0,30.0,0.0,0.0,2.5,73.41,-8.0,0.0
448.0,2.0,30.0,0.0,0.0,2.8,75.67,-3.0,0.0
449.0,2.0,30.0,0.0,0.0,2.9,88.92,-5.0,0.0
450.0,2.0,30.0,0.0,0.0,3.0,68.22,-8.0,0.0
451.0,2.0,30.0,0.0,0.0,2.5,66.98,-1.0,0.0
452.0,2.0,30.0,0.0,0.0,2.5,84.28,1.0,0.0
453.0,2.0,30.0,0.0,0.0,1.6,78.78,-4.0,0.0
454.0,2.0,30.0,0.0,0.0,2.6,66.11,-3.0,0.0
455.0,2.0,30.0,0.0,0.0,2.1,70.35,-7.0,0.0
456.0,2.0,30.0,0.0,0.0,2.9,67.57,-2.0,0.0
457.0,2.0,30.0,0.0,0.0,4.0,59.57,0.0,0.0
458.0,2.0,30.0,0.0,0.0,1.6,75.21,2.0,0.0
459.0,2.0,30.0,0.0,0.0,2.4,75.51,4.0,0.0
460.0,2.0,30.0,0.0,0.0,2.1,60.99,-1.0,0.0
461.0,2.0,30.0,0.0,0.0,2.9,72.52,3.0,0.0
462.0,2.0,30.0,0.0,0.0,1.1,83.92,3.0,0.0
