Day,DHI,DNI,WS,RH,T,TARGET,target1,target2
128,223,15,3.8,74.47,8,22.23999148,22.23999148,22.23999148
128,161,10,5.0,79.46,7,15.95291184,15.95291184,15.95291184
128,134,6,5.3,85.21,6,13.04399481,13.04399481,13.04399481
128,61,0,5.7,83.46,5,5.724405957999999,5.724405957999999,5.724405957999999
128,39,0,5.3,89.54,5,3.659866104,3.659866104,3.659866104
128,53,0,4.9,86.66,5,4.973664193,4.973664193,4.973664193
128,32,0,4.9,93.07,4,3.003000064,3.003000064,3.003000064
128,56,0,5.0,96.12,3,5.255307869,5.255307869,5.255307869
128,58,0,5.7,100.0,2,5.443057256,5.443057256,5.443057256
128,43,0,6.4,94.62,1,4.035414383,4.035414383,4.035414383
128,16,0,6.8,94.69,0,1.50156604,1.50156604,1.50156604
128,0,0,7.3,90.68,0,0.0,0.0,0.0
128,0,0,7.2,90.74,0,0.0,0.0,0.0
128,0,0,7.1,87.18,-1,0.0,0.0,0.0
128,0,0,6.6,87.19,-1,0.0,0.0,0.0
128,0,0,6.1,86.63,-2,0.0,0.0,0.0
128,0,0,5.5,86.62,-2,0.0,0.0,0.0
128,0,0,5.0,88.74,-2,0.0,0.0,0.0
128,0,0,4.5,88.74,-2,0.0,0.0,0.0
128,0,0,4.0,85.09,-2,0.0,0.0,0.0
128,0,0,3.7,85.09,-2,0.0,0.0,0.0
129,0,0,3.5,82.73,-3,0.0,0.0,0.0
129,0,0,3.3,82.72,-3,0.0,0.0,0.0
129,0,0,3.2,87.17,-3,0.0,0.0,0.0
129,0,0,2.9,87.16,-3,0.0,0.0,0.0
129,0,0,2.6,85.39,-3,0.0,0.0,0.0
129,0,0,2.2,85.38,-3,0.0,0.0,0.0
129,0,0,1.8,84.58,-3,0.0,0.0,0.0
129,0,0,1.5,84.58,-3,0.0,0.0,0.0
129,0,0,1.3,84.86,-3,0.0,0.0,0.0
129,0,0,1.2,78.73,-2,0.0,0.0,0.0
129,0,0,1.2,79.59,-2,0.0,0.0,0.0
129,3,0,1.4,73.88,-1,0.281546727,0.281546727,0.281546727
129,8,0,1.7,79.51,-1,0.750791271,0.750791271,0.750791271
129,21,0,2.0,73.85,0,1.970805428,1.970805428,1.970805428
129,163,74,2.4,73.28,0,18.01879248,18.01879248,18.01879248
129,213,94,2.4,68.13,1,24.30633315,24.30633315,24.30633315
129,268,158,2.4,72.73,2,33.59680168,33.59680168,33.59680168
129,305,275,2.4,72.73,2,45.32752852,45.32752852,45.32752852
129,362,169,2.4,69.67,3,45.32703037,45.32703037,45.32703037
129,362,358,2.4,64.86,3,60.24835093,60.24835093,60.24835093
129,390,458,2.5,61.52,4,72.44737654,72.44737654,72.44737654
129,344,609,2.6,61.53,4,82.30097049999998,82.30097049999998,82.30097049999998
129,457,385,2.8,58.56,5,75.63723282,75.63723282,75.63723282
129,495,138,3.0,58.57,6,58.46337239999999,58.46337239999999,58.46337239999999
129,473,455,3.2,56.25,7,84.08122946,84.08122946,84.08122946
129,275,763,3.3,56.25,7,91.68232274,91.68232274,91.68232274
129,453,449,3.4,53.92,7,80.42144379999998,80.42144379999998,80.42144379999998
129,284,702,3.5,53.93,7,83.79970748,83.79970748,83.79970748
129,322,590,3.6,54.54,8,75.91625784,75.91625784,75.91625784
129,302,559,3.5,58.46,7,68.78520222,68.78520222,68.78520222
129,348,235,3.5,58.54,7,48.32793881,48.32793881,48.32793881
129,274,49,3.4,62.79,6,28.62171522,28.62171522,28.62171522
129,250,84,3.3,63.1,6,27.77714002,27.77714002,27.77714002
129,151,9,3.2,67.73,5,14.5456217,14.5456217,14.5456217
129,42,0,3.1,68.49,4,3.941437584,3.941437584,3.941437584
129,14,0,2.9,73.57,3,1.313826967,1.313826967,1.313826967
129,66,368,2.8,79.06,2,12.57533918,12.57533918,12.57533918
129,36,170,2.4,85.02,1,4.880035999,4.880035999,4.880035999
129,0,0,2.1,81.96,1,0.0,0.0,0.0
129,0,0,1.7,81.99,0,0.0,0.0,0.0
129,0,0,1.4,85.7,0,0.0,0.0,0.0
129,0,0,0.9,85.7,0,0.0,0.0,0.0
129,0,0,0.5,84.0,0,0.0,0.0,0.0
129,0,0,0.3,83.98,0,0.0,0.0,0.0
129,0,0,0.1,88.83,0,0.0,0.0,0.0
129,0,0,0.3,88.8,0,0.0,0.0,0.0
129,0,0,0.5,90.32,-1,0.0,0.0,0.0
129,0,0,0.6,90.31,-1,0.0,0.0,0.0
130,0,0,0.7,93.17,-2,0.0,0.0,0.0
130,0,0,0.7,93.17,-2,0.0,0.0,0.0
130,0,0,0.8,96.71,-3,0.0,0.0,0.0
130,0,0,0.8,96.72,-3,0.0,0.0,0.0
130,0,0,0.8,93.69,-3,0.0,0.0,0.0
130,0,0,0.7,93.7,-3,0.0,0.0,0.0
130,0,0,0.7,91.01,-3,0.0,0.0,0.0
130,0,0,0.7,91.02,-3,0.0,0.0,0.0
130,0,0,0.7,95.2,-4,0.0,0.0,0.0
130,0,0,0.7,88.25,-3,0.0,0.0,0.0
130,0,0,0.8,92.37,-3,0.0,0.0,0.0
130,36,348,1.0,73.85,-1,6.944819257000001,6.944819257000001,6.944819257000001
130,54,548,1.2,72.29,0,15.67259554,15.67259554,15.67259554
130,68,673,1.2,72.31,1,25.4324953,25.4324953,25.4324953
130,78,762,1.2,70.57,3,35.5671729,35.5671729,35.5671729
130,87,823,1.5,65.7,4,45.60806347,45.60806347,45.60806347
130,92,872,1.8,61.23,5,55.36720517,55.36720517,55.36720517
130,98,905,1.9,57.07,6,64.37539883,64.37539883,64.37539883
130,102,933,2.1,53.09,7,72.63266920000002,72.63266920000002,72.63266920000002
130,105,951,2.1,49.54,7,79.76455919,79.76455919,79.76455919
130,107,967,2.2,47.09,8,85.86325825,85.86325825,85.86325825
130,110,976,2.2,47.09,9,90.64808289,90.64808289,90.64808289
130,109,985,2.2,45.35,10,94.02523888,94.02523888,94.02523888
130,110,988,2.1,45.34,10,95.99582772,95.99582772,95.99582772
130,107,992,2.0,43.52,11,96.55779181,96.55779181,96.55779181
130,107,990,1.8,43.52,11,95.61942649,95.61942649,95.61942649
130,103,987,1.6,41.07,12,93.27248799,93.27248799,93.27248799
130,102,979,1.3,41.07,12,89.51906795,89.51906795,89.51906795
130,103,961,1.1,38.22,13,84.26335372,84.26335372,84.26335372
130,100,946,0.8,38.21,13,77.97644426,77.97644426,77.97644426
130,93,932,0.6,37.88,13,70.7511901,70.7511901,70.7511901
130,89,907,0.5,37.87,13,62.3999223,62.3999223,62.3999223
130,81,881,0.4,37.72,13,53.48564769,53.48564769,53.48564769
130,75,837,0.8,40.31,12,43.82117897,43.82117897,43.82117897
130,67,780,1.2,42.2,12,33.96845136,33.96845136,33.96845136
130,57,696,1.4,48.28,10,23.92857876,23.92857876,23.92857876
130,46,564,1.6,66.25,8,14.26362323,14.26362323,14.26362323
130,29,355,1.8,76.08,6,5.818184734,5.818184734,5.818184734
130,0,0,2.1,79.18,5,0.0,0.0,0.0
130,0,0,2.3,85.03,4,0.0,0.0,0.0
130,0,0,2.5,82.91,4,0.0,0.0,0.0
130,0,0,2.6,89.08,3,0.0,0.0,0.0
130,0,0,2.7,88.54,3,0.0,0.0,0.0
130,0,0,2.9,88.53,3,0.0,0.0,0.0
130,0,0,3.2,86.46,3,0.0,0.0,0.0
130,0,0,3.4,92.91,2,0.0,0.0,0.0
130,0,0,3.7,88.56,2,0.0,0.0,0.0
130,0,0,3.7,88.54,2,0.0,0.0,0.0
131,0,0,3.8,83.98,2,0.0,0.0,0.0
131,0,0,3.6,83.95,1,0.0,0.0,0.0
131,0,0,3.5,80.89,1,0.0,0.0,0.0
131,0,0,3.3,80.86,1,0.0,0.0,0.0
131,0,0,3.1,79.24,1,0.0,0.0,0.0
131,0,0,3.0,79.22,1,0.0,0.0,0.0
131,0,0,3.0,78.15,1,0.0,0.0,0.0
131,0,0,3.0,78.14,1,0.0,0.0,0.0
131,0,0,3.0,77.45,1,0.0,0.0,0.0
131,0,0,3.0,77.44,2,0.0,0.0,0.0
131,5,0,3.0,75.28,3,0.4692239170000001,0.4692239170000001,0.4692239170000001
131,37,6,3.1,65.28,4,3.566062576,3.566062576,3.566062576
131,75,35,3.2,62.29,6,7.788860207999999,7.788860207999999,7.788860207999999
131,95,425,3.3,58.13,7,21.02030736,21.02030736,21.02030736
131,160,274,3.4,55.71,9,25.24258209,25.24258209,25.24258209
131,171,463,3.4,52.07,10,37.25351281,37.25351281,37.25351281
131,160,633,3.5,48.7,12,49.07596702,49.07596702,49.07596702
131,239,506,3.6,45.59,13,53.39181322,53.39181322,53.39181322
131,292,477,3.7,42.7,15,59.77124318,59.77124318,59.77124318
131,383,308,3.6,40.01,16,58.64460969,58.64460969,58.64460969
131,419,302,3.5,38.88,17,62.96016091,62.96016091,62.96016091
131,466,200,3.6,36.47,17,60.23908093,60.23908093,60.23908093
131,445,380,3.7,35.42,18,74.21898639,74.21898639,74.21898639
131,457,372,3.8,35.41,18,75.25110883,75.25110883,75.25110883
131,472,312,4.0,36.65,19,71.59097869,71.59097869,71.59097869
131,469,310,4.1,36.63,19,70.84035244,70.84035244,70.84035244
131,473,261,4.3,35.15,20,66.52352025,66.52352025,66.52352025
131,459,219,4.4,35.14,19,60.98838289,60.98838289,60.98838289
131,380,417,4.5,35.61,19,68.11933228,68.11933228,68.11933228
131,37,0,4.5,37.92,19,3.471646411,3.471646411,3.471646411
131,211,13,4.5,38.23,19,20.73605018,20.73605018,20.73605018
131,128,3,4.4,40.72,18,12.10398134,12.10398134,12.10398134
131,12,0,4.3,42.78,18,1.125951753,1.125951753,1.125951753
131,9,0,3.7,45.6,17,0.8444730970000001,0.8444730970000001,0.8444730970000001
131,135,17,3.2,55.99,16,13.23022395,13.23022395,13.23022395
131,114,113,2.6,63.78,14,13.79351542,13.79351542,13.79351542
131,73,78,2.1,73.64,13,8.257433327000001,8.257433327000001,8.257433327000001
131,33,33,2.1,84.16,11,3.378115166,3.378115166,3.378115166
131,0,0,2.2,82.17,10,0.0,0.0,0.0
131,0,0,2.4,87.98,9,0.0,0.0,0.0
131,0,0,2.6,82.7,9,0.0,0.0,0.0
131,0,0,2.6,82.69,9,0.0,0.0,0.0
131,0,0,2.7,79.61,9,0.0,0.0,0.0
131,0,0,2.6,85.24,8,0.0,0.0,0.0
131,0,0,2.5,83.22,8,0.0,0.0,0.0
131,0,0,2.3,89.16,7,0.0,0.0,0.0
131,0,0,2.2,87.86,7,0.0,0.0,0.0
131,0,0,2.4,87.85,7,0.0,0.0,0.0
132,0,0,2.6,85.78,7,0.0,0.0,0.0
132,0,0,2.8,85.76,7,0.0,0.0,0.0
132,0,0,3.0,84.14,7,0.0,0.0,0.0
132,0,0,2.9,84.12,6,0.0,0.0,0.0
132,0,0,2.8,82.51,6,0.0,0.0,0.0
132,0,0,2.8,82.5,6,0.0,0.0,0.0
132,0,0,2.8,81.42,6,0.0,0.0,0.0
132,0,0,2.5,81.41,6,0.0,0.0,0.0
132,0,0,2.3,80.22,6,0.0,0.0,0.0
132,0,0,2.3,80.22,6,0.0,0.0,0.0
132,8,0,2.3,82.15,7,0.750725263,0.750725263,0.750725263
132,42,93,2.5,76.66,8,4.973500205,4.973500205,4.973500205
132,78,168,2.8,70.99,9,10.69759984,10.69759984,10.69759984
132,120,212,2.7,66.36,10,17.35994929,17.35994929,17.35994929
132,171,115,2.7,66.6,11,20.36252753,20.36252753,20.36252753
132,212,73,2.5,66.61,12,23.27120425,23.27120425,23.27120425
132,266,104,2.4,63.97,13,30.590037100000004,30.590037100000004,30.590037100000004
132,267,35,2.5,63.98,13,27.21199619,27.21199619,27.21199619
132,296,33,2.7,59.64,14,30.02670024,30.02670024,30.02670024
132,285,22,2.4,59.65,13,28.33800983,28.33800983,28.33800983
132,361,36,2.2,60.86,13,36.78311209,36.78311209,36.78311209
132,420,56,2.1,65.01,13,44.00836625,44.00836625,44.00836625
132,372,29,2.0,66.51,13,37.43995338,37.43995338,37.43995338
132,322,21,2.3,66.51,13,32.09138861,32.09138861,32.09138861
132,494,110,2.6,67.59,13,56.01917837,56.01917837,56.01917837
132,455,370,2.9,67.58,13,74.78607229,74.78607229,74.78607229
132,439,349,3.3,68.05,13,70.84502457,70.84502457,70.84502457
132,446,289,3.3,68.05,13,65.59029427,65.59029427,65.59029427
132,389,438,3.3,67.92,13,70.65735563,70.65735563,70.65735563
132,63,0,3.0,67.91,13,5.911571586,5.911571586,5.911571586
132,301,411,2.9,67.29,13,55.73767496,55.73767496,55.73767496
132,302,95,2.7,67.29,13,34.06191247,34.06191247,34.06191247
132,36,0,2.6,66.91,13,3.378040907,3.378040907,3.378040907
132,19,0,2.5,71.52,12,1.7828745190000002,1.7828745190000002,1.7828745190000002
132,15,0,2.5,72.31,12,1.407532515,1.407532515,1.407532515
132,10,0,2.0,77.34,11,0.938365324,0.938365324,0.938365324
132,56,463,1.5,89.22,10,13.60644674,13.60644674,13.60644674
132,34,266,1.2,95.55,8,5.63037759,5.63037759,5.63037759
132,0,0,0.9,97.82,7,0.0,0.0,0.0
132,0,0,0.8,100.0,7,0.0,0.0,0.0
132,0,0,0.7,100.0,7,0.0,0.0,0.0
132,0,0,0.6,100.0,6,0.0,0.0,0.0
132,0,0,0.5,100.0,6,0.0,0.0,0.0
132,0,0,0.8,100.0,5,0.0,0.0,0.0
132,0,0,1.1,100.0,5,0.0,0.0,0.0
132,0,0,1.2,100.0,4,0.0,0.0,0.0
132,0,0,1.3,100.0,4,0.0,0.0,0.0
132,0,0,1.4,100.0,4,0.0,0.0,0.0
133,0,0,1.6,98.78,4,0.0,0.0,0.0
133,0,0,1.7,98.74,4,0.0,0.0,0.0
133,0,0,1.9,87.23,4,0.0,0.0,0.0
133,0,0,2.0,87.22,3,0.0,0.0,0.0
133,0,0,2.1,78.87,3,0.0,0.0,0.0
133,0,0,2.2,84.73,3,0.0,0.0,0.0
133,0,0,2.3,79.72,3,0.0,0.0,0.0
133,0,0,2.2,79.74,3,0.0,0.0,0.0
133,0,0,2.2,78.76,3,0.0,0.0,0.0
133,0,0,2.0,73.33,4,0.0,0.0,0.0
133,3,0,1.9,76.0,5,0.281528162,0.281528162,0.281528162
133,19,0,1.9,66.08,7,1.7829724999999998,1.7829724999999998,1.7829724999999998
133,42,0,1.9,67.44,9,3.941220995,3.941220995,3.941220995
133,117,40,2.2,63.01,10,12.19888329,12.19888329,12.19888329
133,147,376,2.6,52.34,12,28.0568148,28.0568148,28.0568148
133,170,472,2.2,48.97,13,37.72145679,37.72145679,37.72145679
133,123,746,1.8,40.37,15,51.98315341,51.98315341,51.98315341
133,241,510,2.0,37.82,16,53.95304091,53.95304091,53.95304091
133,323,374,2.2,34.36,17,55.82905475,55.82905475,55.82905475
133,391,283,2.5,34.35,17,57.70566164,57.70566164,57.70566164
133,392,366,2.9,33.43,18,65.68051893,65.68051893,65.68051893
133,442,413,3.2,33.42,18,75.72025539,75.72025539,75.72025539
133,445,343,3.6,32.31,19,71.12183728,71.12183728,71.12183728
133,456,366,4.0,32.29,19,74.78114026,74.78114026,74.78114026
133,488,434,4.4,30.9,19,83.88248355,83.88248355,83.88248355
133,354,643,4.8,30.88,19,89.13686731,89.13686731,89.13686731
133,240,759,5.3,31.76,20,87.071688,87.071688,87.071688
133,434,434,5.6,33.81,19,76.37622104,76.37622104,76.37622104
133,385,52,6.0,34.94,19,40.15850443,40.15850443,40.15850443
133,371,335,6.1,37.22,18,59.20629635,59.20629635,59.20629635
133,357,191,6.2,39.55,17,46.35219,46.35219,46.35219
133,234,505,5.7,42.16,16,52.35790753,52.35790753,52.35790753
133,199,495,5.3,49.14,16,44.75756611,44.75756611,44.75756611
133,197,313,4.4,52.43,15,32.46601278,32.46601278,32.46601278
133,14,0,3.6,62.38,14,1.313668136,1.313668136,1.313668136
133,35,0,2.7,66.63,13,3.284206437,3.284206437,3.284206437
133,71,38,1.8,77.86,12,7.319169078,7.319169078,7.319169078
133,33,2,1.5,83.25,11,3.096605568,3.096605568,3.096605568
133,0,0,1.3,87.93,10,0.0,0.0,0.0
133,0,0,1.2,87.92,9,0.0,0.0,0.0
133,0,0,1.2,86.92,9,0.0,0.0,0.0
133,0,0,1.1,93.04,9,0.0,0.0,0.0
133,0,0,1.1,92.4,9,0.0,0.0,0.0
133,0,0,1.0,92.39,9,0.0,0.0,0.0
133,0,0,1.0,90.9,9,0.0,0.0,0.0
133,0,0,0.9,90.88,9,0.0,0.0,0.0
133,0,0,0.9,88.28,9,0.0,0.0,0.0
133,0,0,0.9,94.52,8,0.0,0.0,0.0
134,0,0,1.0,91.66,8,0.0,0.0,0.0
134,0,0,1.1,98.21,7,0.0,0.0,0.0
134,0,0,1.2,95.15,7,0.0,0.0,0.0
134,0,0,1.2,100.0,6,0.0,0.0,0.0
134,0,0,1.2,98.14,6,0.0,0.0,0.0
134,0,0,1.2,98.11,5,0.0,0.0,0.0
134,0,0,1.2,95.8,5,0.0,0.0,0.0
134,0,0,1.2,100.0,5,0.0,0.0,0.0
134,0,0,1.2,100.0,5,0.0,0.0,0.0
134,0,0,1.1,100.0,5,0.0,0.0,0.0
134,5,0,1.0,100.0,6,0.469208446,0.469208446,0.469208446
134,29,0,1.3,93.74,7,2.721379078,2.721379078,2.721379078
134,62,0,1.6,89.32,9,5.817992897999999,5.817992897999999,5.817992897999999
134,31,0,1.1,83.43,10,2.9089644760000004,2.9089644760000004,2.9089644760000004
134,172,202,0.7,77.64,11,23.74064269,23.74064269,23.74064269
134,170,15,0.9,72.57,12,16.60888368,16.60888368,16.60888368
134,257,307,1.1,59.46,14,40.81754564,40.81754564,40.81754564
134,259,446,1.7,55.67,15,51.889321,51.889321,51.889321
134,130,842,2.4,48.58,16,69.716712,69.716712,69.716712
134,290,610,3.0,48.55,16,72.43782189,72.43782189,72.43782189
134,142,877,3.8,43.68,17,82.66453317,82.66453317,82.66453317
134,335,24,4.3,43.66,17,33.49743285,33.49743285,33.49743285
134,475,96,4.9,41.86,17,52.92031409,52.92031409,52.92031409
134,489,276,5.2,41.84,17,69.90360637,69.90360637,69.90360637
134,476,310,5.6,37.52,17,71.8740436,71.8740436,71.8740436
134,389,30,5.8,37.5,17,39.1272535,39.1272535,39.1272535
134,488,160,6.0,35.42,18,59.48778428,59.48778428,59.48778428
134,434,396,6.1,37.76,17,73.37532911,73.37532911,73.37532911
134,328,27,6.2,35.59,17,32.93445079,32.93445079,32.93445079
134,350,383,6.1,37.96,16,60.8965627,60.8965627,60.8965627
134,274,26,6.0,36.58,16,27.49259302,27.49259302,27.49259302
134,312,129,5.6,39.04,15,37.06380072,37.06380072,37.06380072
134,261,107,5.3,38.68,15,30.12020261,30.12020261,30.12020261
134,197,51,4.5,41.31,14,20.83102329,20.83102329,20.83102329
134,141,22,3.7,46.74,13,14.07517044,14.07517044,14.07517044
134,74,0,2.5,49.98,11,6.9439033960000005,6.9439033960000005,6.9439033960000005
134,66,0,1.3,65.01,10,6.193279208,6.193279208,6.193279208
134,28,0,1.1,74.49,9,2.627480664,2.627480664,2.627480664
134,0,0,1.0,81.62,8,0.0,0.0,0.0
134,0,0,1.0,87.5,7,0.0,0.0,0.0
134,0,0,1.0,85.72,7,0.0,0.0,0.0
134,0,0,1.1,85.71,7,0.0,0.0,0.0
134,0,0,1.2,84.37,7,0.0,0.0,0.0
134,0,0,1.0,90.44,6,0.0,0.0,0.0
134,0,0,0.8,89.8,6,0.0,0.0,0.0
134,0,0,0.6,89.76,6,0.0,0.0,0.0
134,0,0,0.5,90.38,6,0.0,0.0,0.0
134,0,0,0.6,90.35,5,0.0,0.0,0.0
135,0,0,0.7,89.32,5,0.0,0.0,0.0
135,0,0,0.8,95.8,5,0.0,0.0,0.0
135,0,0,0.9,92.7,5,0.0,0.0,0.0
135,0,0,0.9,92.7,4,0.0,0.0,0.0
135,0,0,1.0,90.82,4,0.0,0.0,0.0
135,0,0,1.0,97.5,4,0.0,0.0,0.0
135,0,0,1.0,95.21,4,0.0,0.0,0.0
135,0,0,0.9,95.21,4,0.0,0.0,0.0
135,0,0,0.9,93.83,4,0.0,0.0,0.0
135,0,0,0.7,93.85,4,0.0,0.0,0.0
135,13,49,0.5,91.41,5,1.313798089,1.313798089,1.313798089
135,44,277,0.3,85.2,6,7.413493451,7.413493451,7.413493451
135,70,442,0.2,75.38,7,15.57754921,15.57754921,15.57754921
135,88,566,0.8,70.34,8,24.86750102,24.86750102,24.86750102
135,103,652,1.5,64.21,9,34.53260301,34.53260301,34.53260301
135,115,717,1.9,59.97,9,44.10413971,44.10413971,44.10413971
135,133,745,2.4,56.33,10,53.11206108,53.11206108,53.11206108
135,142,784,2.6,56.32,10,61.83895451,61.83895451,61.83895451
135,152,808,2.9,53.33,11,69.62670702,69.62670702,69.62670702
135,158,831,3.0,53.32,11,76.57061042,76.57061042,76.57061042
135,160,853,3.3,54.73,12,82.48140538,82.48140538,82.48140538
135,423,362,3.3,54.72,12,69.71977724,69.71977724,69.71977724
135,105,0,3.3,56.85,12,9.852727605,9.852727605,9.852727605
135,109,1,3.1,56.84,12,10.41574061,10.41574061,10.41574061
135,140,8,3.0,58.46,12,13.88765415,13.88765415,13.88765415
135,453,58,2.8,62.5,11,47.57512191,47.57512191,47.57512191
135,452,67,2.6,63.51,11,48.23197764,48.23197764,48.23197764
135,315,22,1.8,67.95,10,31.34174629,31.34174629,31.34174629
135,260,17,1.0,73.03,9,25.80561366,25.80561366,25.80561366
135,402,179,1.1,78.24,8,50.86107756,50.86107756,50.86107756
135,299,428,1.3,78.29,7,56.86743867,56.86743867,56.86743867
135,234,520,2.0,83.92,6,53.39592118,53.39592118,53.39592118
135,169,595,2.8,89.96,6,47.48389476,47.48389476,47.48389476
135,143,548,3.3,96.53,5,38.10014457,38.10014457,38.10014457
135,165,106,3.8,92.58,5,19.42544317,19.42544317,19.42544317
135,117,187,3.7,92.6,5,16.14094795,16.14094795,16.14094795
135,75,76,3.6,90.93,5,8.445844856,8.445844856,8.445844856
135,36,31,3.3,90.95,5,3.753708825,3.753708825,3.753708825
135,0,0,3.0,83.64,5,0.0,0.0,0.0
135,0,0,2.6,83.66,5,0.0,0.0,0.0
135,0,0,2.2,82.64,6,0.0,0.0,0.0
135,0,0,1.9,82.65,5,0.0,0.0,0.0
135,0,0,1.7,81.35,5,0.0,0.0,0.0
135,0,0,1.6,87.28,5,0.0,0.0,0.0
135,0,0,1.6,83.84,5,0.0,0.0,0.0
135,0,0,1.7,90.01,4,0.0,0.0,0.0
135,0,0,1.8,85.25,4,0.0,0.0,0.0
135,0,0,1.9,85.24,3,0.0,0.0,0.0
136,0,0,2.1,81.02,3,0.0,0.0,0.0
136,0,0,2.2,87.02,3,0.0,0.0,0.0
136,0,0,2.3,83.78,3,0.0,0.0,0.0
136,0,0,2.3,83.78,2,0.0,0.0,0.0
136,0,0,2.4,81.88,2,0.0,0.0,0.0
136,0,0,2.5,88.01,2,0.0,0.0,0.0
136,0,0,2.6,87.24,2,0.0,0.0,0.0
136,0,0,2.6,87.25,2,0.0,0.0,0.0
136,0,0,2.6,82.05,2,0.0,0.0,0.0
136,0,0,2.7,82.07,3,0.0,0.0,0.0
136,13,172,2.9,81.44,4,1.783031288,1.783031288,1.783031288
136,32,466,2.8,75.9,5,8.539687577,8.539687577,8.539687577
136,45,634,2.7,72.31,6,17.36071251,17.36071251,17.36071251
136,54,740,2.6,67.5,7,26.93226881,26.93226881,26.93226881
136,60,816,2.5,59.77,9,36.87856788,36.87856788,36.87856788
136,66,866,2.6,55.89,10,46.73110675,46.73110675,46.73110675
136,119,765,2.7,51.06,12,53.01705807,53.01705807,53.01705807
136,305,308,3.0,47.8,12,47.76227001,47.76227001,47.76227001
136,234,649,3.4,44.86,13,66.62247343,66.62247343,66.62247343
136,349,479,3.3,44.87,13,68.40532836,68.40532836,68.40532836
136,394,52,3.2,42.76,14,41.09904595,41.09904595,41.09904595
136,447,419,2.9,42.77,14,76.84958593,76.84958593,76.84958593
136,492,180,2.6,43.69,15,61.64789132,61.64789132,61.64789132
136,415,554,2.2,43.69,15,87.54563561,87.54563561,87.54563561
136,467,66,1.8,41.62,16,49.73062902,49.73062902,49.73062902
136,350,24,1.5,41.62,16,34.90527169,34.90527169,34.90527169
136,487,205,1.3,42.22,16,63.24234709,63.24234709,63.24234709
136,92,0,1.1,42.23,16,8.632486546,8.632486546,8.632486546
136,326,26,0.9,42.76,16,32.65331867,32.65331867,32.65331867
136,365,59,0.9,42.77,15,38.56511923,38.56511923,38.56511923
136,303,38,0.9,43.4,15,31.05852668,31.05852668,31.05852668
136,117,1,1.0,46.32,15,10.9783916,10.9783916,10.9783916
136,236,44,1.2,47.42,15,24.49025819,24.49025819,24.49025819
136,158,10,1.3,50.65,14,15.38868387,15.38868387,15.38868387
136,14,0,1.5,53.43,13,1.313682575,1.313682575,1.313682575
136,31,0,1.3,61.02,12,2.9089005310000005,2.9089005310000005,2.9089005310000005
136,68,279,1.2,76.43,11,11.72956655,11.72956655,11.72956655
136,40,138,1.0,81.82,10,5.161066006,5.161066006,5.161066006
136,0,0,0.9,91.31,9,0.0,0.0,0.0
136,0,0,0.9,97.87,8,0.0,0.0,0.0
136,0,0,1.0,96.6,8,0.0,0.0,0.0
136,0,0,1.0,96.64,7,0.0,0.0,0.0
136,0,0,1.0,94.94,7,0.0,0.0,0.0
136,0,0,1.0,100.0,7,0.0,0.0,0.0
136,0,0,1.0,99.64,7,0.0,0.0,0.0
136,0,0,1.0,100.0,6,0.0,0.0,0.0
136,0,0,1.0,100.0,6,0.0,0.0,0.0
136,0,0,1.0,100.0,5,0.0,0.0,0.0
137,0,0,1.1,100.0,5,0.0,0.0,0.0
137,0,0,1.3,100.0,5,0.0,0.0,0.0
137,0,0,1.5,100.0,5,0.0,0.0,0.0
137,0,0,1.7,100.0,5,0.0,0.0,0.0
137,0,0,2.0,100.0,5,0.0,0.0,0.0
137,0,0,2.1,100.0,4,0.0,0.0,0.0
137,0,0,2.3,100.0,4,0.0,0.0,0.0
137,0,0,2.3,100.0,4,0.0,0.0,0.0
137,0,0,2.3,100.0,4,0.0,0.0,0.0
137,0,0,2.2,100.0,4,0.0,0.0,0.0
137,0,0,2.1,100.0,4,0.0,0.0,0.0
137,3,0,2.1,100.0,4,0.281531256,0.281531256,0.281531256
137,6,0,2.1,95.58,4,0.563062512,0.563062512,0.563062512
137,16,0,2.3,95.59,5,1.50148353,1.50148353,1.50148353
137,137,9,2.5,91.06,6,13.23167818,13.23167818,13.23167818
137,95,0,2.7,84.91,7,8.914862498,8.914862498,8.914862498
137,112,0,3.0,80.33,8,10.51003817,10.51003817,10.51003817
137,153,6,3.2,74.99,9,14.73265943,14.73265943,14.73265943
137,161,8,3.5,69.44,10,15.76471071,15.76471071,15.76471071
137,137,6,3.7,64.89,11,13.3247876,13.3247876,13.3247876
137,123,4,4.0,60.21,12,11.91710863,11.91710863,11.91710863
137,192,13,4.2,56.32,12,19.1424422,19.1424422,19.1424422
137,102,0,4.4,52.76,13,9.571115902,9.571115902,9.571115902
137,186,13,4.6,52.74,13,18.67305946,18.67305946,18.67305946
137,277,18,4.8,52.92,14,27.68086428,27.68086428,27.68086428
137,288,18,4.9,52.91,14,28.7130321,28.7130321,28.7130321
137,137,7,5.1,49.91,14,13.51201511,13.51201511,13.51201511
137,112,1,5.2,49.9,14,10.60317852,10.60317852,10.60317852
137,168,11,5.4,50.31,14,16.70235201,16.70235201,16.70235201
137,163,9,5.4,53.69,14,16.04551794,16.04551794,16.04551794
137,327,57,5.5,54.26,14,34.53070528,34.53070528,34.53070528
137,299,76,5.3,57.95,13,32.65439543,32.65439543,32.65439543
137,35,0,5.2,58.95,12,3.284242535,3.284242535,3.284242535
